Volatility 3 Framework 2.26.0

PID	Process	Base	Size	Name	Path	LoadTime	File output
1412	svchost.exe	0x7ffba3580000	0x16000	ssdpapi.dll	C:\Windows\System32\ssdpapi.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba96b0000	0x4b000	powrprof.dll	C:\Windows\SYSTEM32\powrprof.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba4910000	0x11000	WMICLNT.dll	c:\windows\system32\WMICLNT.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba3630000	0x17000	dhcpcsvc6.DLL	C:\Windows\SYSTEM32\dhcpcsvc6.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba8bd0000	0xca000	DNSAPI.dll	C:\Windows\SYSTEM32\DNSAPI.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba8930000	0x19000	wkscli.dll	c:\windows\system32\wkscli.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba2960000	0x34000	netjoin.dll	C:\Windows\SYSTEM32\netjoin.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba90f0000	0x2b000	JoinUtil.dll	C:\Windows\SYSTEM32\JoinUtil.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba8ca0000	0xc000	netutils.dll	C:\Windows\SYSTEM32\netutils.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba27d0000	0x74000	WlanApi.dll	C:\Windows\system32\WlanApi.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba9700000	0x25000	profapi.dll	C:\Windows\System32\profapi.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba9d70000	0x27000	bcrypt.dll	C:\Windows\System32\bcrypt.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba8ea0000	0x6a000	mswsock.dll	C:\Windows\system32\mswsock.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba4060000	0x65000	wevtapi.dll	C:\Windows\SYSTEM32\wevtapi.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba9670000	0x2e000	USERENV.dll	c:\windows\system32\USERENV.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba8060000	0x23000	gpapi.dll	C:\Windows\SYSTEM32\gpapi.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba65c0000	0x14000	wtsapi32.dll	C:\Windows\SYSTEM32\wtsapi32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba95b0000	0x5b000	WINSTA.dll	C:\Windows\SYSTEM32\WINSTA.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba74a0000	0x2a000	rmclient.dll	C:\Windows\SYSTEM32\rmclient.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba9490000	0x33000	DEVOBJ.dll	c:\windows\system32\DEVOBJ.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba9ac0000	0x4e000	cfgmgr32.dll	C:\Windows\System32\cfgmgr32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba25a0000	0x10a000	WINHTTP.dll	c:\windows\system32\WINHTTP.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9fe60000	0x5b000	dnsrslvr.dll	c:\windows\system32\dnsrslvr.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9fa90000	0x80000	Fwpuclnt.dll	C:\Windows\SYSTEM32\Fwpuclnt.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffba8430000	0x96000	firewallapi.dll	C:\Windows\SYSTEM32\firewallapi.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffba83b0000	0x36000	fwbase.dll	C:\Windows\SYSTEM32\fwbase.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9e0b0000	0x9000	nrpsrv.DLL	C:\Windows\SYSTEM32\nrpsrv.DLL	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffba90b0000	0xc000	CRYPTBASE.dll	C:\Windows\SYSTEM32\CRYPTBASE.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9c650000	0x4f000	wkssvc.dll	c:\windows\system32\wkssvc.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9c640000	0xc000	DSPARSE.dll	c:\windows\system32\DSPARSE.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffba6cc0000	0x141000	dsreg.dll	c:\windows\system32\dsreg.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffba8860000	0x8a000	msvcp110_win.dll	c:\windows\system32\msvcp110_win.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffba9090000	0x18000	cryptsp.dll	C:\Windows\SYSTEM32\cryptsp.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffba9b80000	0x15d000	CRYPT32.dll	C:\Windows\System32\CRYPT32.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffbab960000	0xa9000	clbcatq.dll	C:\Windows\System32\clbcatq.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffba4ad0000	0xac000	taskschd.dll	C:\Windows\System32\taskschd.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9afa0000	0x1f000	cryptsvc.dll	c:\windows\system32\cryptsvc.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9af80000	0x1c000	crypttpmeksvc.dll	C:\Windows\System32\crypttpmeksvc.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9ae70000	0x26000	cryptcatsvc.dll	C:\Windows\System32\cryptcatsvc.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9adc0000	0x85000	webauthn.dll	C:\Windows\System32\webauthn.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9baa0000	0x19e000	vssapi.dll	C:\Windows\SYSTEM32\vssapi.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9ba80000	0x18000	VssTrace.DLL	C:\Windows\System32\VssTrace.DLL	2025-09-28 14:36:35.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9d7a0000	0x19000	samcli.dll	C:\Windows\System32\samcli.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1412	svchost.exe	0x7ffba6540000	0x28000	SAMLIB.dll	C:\Windows\System32\SAMLIB.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1412	svchost.exe	0x7ffba2460000	0x6c000	ES.DLL	C:\Windows\System32\ES.DLL	2025-09-28 14:36:35.000000 UTC	Disabled
1412	svchost.exe	0x7ffba6440000	0xf6000	PROPSYS.dll	C:\Windows\System32\PROPSYS.dll	2025-09-28 14:36:36.000000 UTC	Disabled
1412	svchost.exe	0x7ffb984c0000	0x335000	ESENT.dll	C:\Windows\System32\ESENT.dll	2025-09-28 14:36:43.000000 UTC	Disabled
1412	svchost.exe	0x7ffb96000000	0x31000	CRYPTNET.dll	c:\windows\system32\CRYPTNET.dll	2025-09-28 14:37:39.000000 UTC	Disabled
1412	svchost.exe	0x7ffba92d0000	0x12000	MSASN1.dll	C:\Windows\System32\MSASN1.dll	2025-09-28 14:42:13.000000 UTC	Disabled
1412	svchost.exe	0x7ffba8cb0000	0x43000	logoncli.dll	c:\windows\system32\logoncli.dll	2025-09-28 14:51:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffbab730000	0x56000	WLDAP32.dll	C:\Windows\System32\WLDAP32.dll	2025-09-28 14:51:33.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9c360000	0x98000	webio.dll	c:\windows\system32\webio.dll	2025-09-28 15:11:28.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9fa50000	0xa000	rasadhlp.dll	C:\Windows\System32\rasadhlp.dll	2025-09-28 15:43:59.000000 UTC	Disabled
1412	svchost.exe	0x7ffba5250000	0x3f000	netprofm.dll	C:\Windows\System32\netprofm.dll	2025-09-28 15:45:07.000000 UTC	Disabled
1412	svchost.exe	0x7ffb9fef0000	0x10000	npmproxy.dll	C:\Windows\System32\npmproxy.dll	2025-09-28 15:45:07.000000 UTC	Disabled
1412	svchost.exe	0x7ffba2850000	0x29000	Cabinet.dll	C:\Windows\System32\Cabinet.dll	2025-09-28 15:45:07.000000 UTC	Disabled
1412	svchost.exe	0x7ffba87d0000	0x34000	rsaenh.dll	C:\Windows\system32\rsaenh.dll	2025-09-28 15:45:07.000000 UTC	Disabled
1632	svchost.exe	0x7ff6cd740000	0x10000	svchost.exe	C:\Windows\System32\svchost.exe	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbac0f0000	0x1f8000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbaa8d0000	0xbd000	KERNEL32.DLL	C:\Windows\System32\KERNEL32.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba9e50000	0x2f6000	KERNELBASE.dll	C:\Windows\System32\KERNELBASE.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbaba10000	0x9c000	sechost.dll	C:\Windows\System32\sechost.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbab590000	0x126000	RPCRT4.dll	C:\Windows\System32\RPCRT4.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba98a0000	0x100000	ucrtbase.dll	C:\Windows\System32\ucrtbase.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbabb50000	0x354000	combase.dll	C:\Windows\System32\combase.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba76b0000	0x12000	kernel.appcore.dll	C:\Windows\SYSTEM32\kernel.appcore.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbabab0000	0x9e000	msvcrt.dll	C:\Windows\System32\msvcrt.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba9ce0000	0x82000	bcryptPrimitives.dll	C:\Windows\System32\bcryptPrimitives.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbabeb0000	0x19e000	user32.dll	C:\Windows\System32\user32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba9870000	0x22000	win32u.dll	C:\Windows\System32\win32u.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbab790000	0x2c000	GDI32.dll	C:\Windows\System32\GDI32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba99a0000	0x11a000	gdi32full.dll	C:\Windows\System32\gdi32full.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba97d0000	0x9d000	msvcp_win.dll	C:\Windows\System32\msvcp_win.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba1e60000	0x1cb000	audiosrv.dll	c:\windows\system32\audiosrv.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbaaae0000	0xad000	shcore.dll	C:\Windows\System32\shcore.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba2060000	0x85000	MMDevAPI.DLL	c:\windows\system32\MMDevAPI.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba9610000	0x12000	UMPDC.dll	c:\windows\system32\UMPDC.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba5310000	0x36000	XmlLite.dll	c:\windows\system32\XmlLite.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba9490000	0x33000	DEVOBJ.dll	c:\windows\system32\DEVOBJ.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba9ac0000	0x4e000	cfgmgr32.dll	C:\Windows\System32\cfgmgr32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba1e00000	0x57000	AUDIOSRVPOLICYMANAGER.dll	c:\windows\system32\AUDIOSRVPOLICYMANAGER.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba96b0000	0x4b000	POWRPROF.dll	c:\windows\system32\POWRPROF.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba9140000	0x2d000	WLDP.DLL	C:\Windows\SYSTEM32\WLDP.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbab470000	0xaf000	advapi32.dll	C:\Windows\System32\advapi32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffbab960000	0xa9000	clbcatq.dll	C:\Windows\System32\clbcatq.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba74a0000	0x2a000	rmclient.dll	C:\Windows\SYSTEM32\rmclient.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba95b0000	0x5b000	winsta.dll	C:\Windows\SYSTEM32\winsta.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba65c0000	0x14000	wtsapi32.dll	C:\Windows\SYSTEM32\wtsapi32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba6440000	0xf6000	PROPSYS.dll	c:\windows\system32\PROPSYS.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba1d60000	0x93000	Windows.Media.Devices.dll	C:\Windows\System32\Windows.Media.Devices.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba1cc0000	0x7a000	HrtfApo.dll	c:\windows\system32\HrtfApo.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffba1c80000	0x37000	CompPkgSup.DLL	c:\windows\system32\CompPkgSup.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1632	svchost.exe	0x7ffb9bdf0000	0x8000	coreaudiopolicymanagerext.dll	C:\Windows\SYSTEM32\coreaudiopolicymanagerext.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1632	svchost.exe	0x7ffb9bca0000	0x146000	Windows.StateRepositoryPS.dll	C:\Windows\System32\Windows.StateRepositoryPS.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1632	svchost.exe	0x7ffba60f0000	0x155000	WinTypes.dll	C:\Windows\System32\WinTypes.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1632	svchost.exe	0x7ffb9d880000	0xe9000	Windows.ApplicationModel.dll	C:\Windows\System32\Windows.ApplicationModel.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1632	svchost.exe	0x7ffbaaa10000	0xcd000	OLEAUT32.dll	C:\Windows\System32\OLEAUT32.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1632	svchost.exe	0x7ffba46f0000	0x203000	twinapi.appcore.dll	C:\Windows\System32\twinapi.appcore.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1632	svchost.exe	0x7ffba3140000	0x102000	AppXDeploymentClient.dll	C:\Windows\System32\AppXDeploymentClient.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1632	svchost.exe	0x7ffb96930000	0x182000	AudioSes.dll	C:\Windows\System32\AudioSes.dll	2025-09-28 14:36:41.000000 UTC	Disabled
1632	svchost.exe	0x7ffb96460000	0x51000	capauthz.dll	C:\Windows\SYSTEM32\capauthz.dll	2025-09-28 14:42:16.000000 UTC	Disabled
1632	svchost.exe	0x7ffba9b10000	0x67000	WINTRUST.dll	C:\Windows\System32\WINTRUST.dll	2025-09-28 14:42:16.000000 UTC	Disabled
1632	svchost.exe	0x7ffba9b80000	0x15d000	CRYPT32.dll	C:\Windows\System32\CRYPT32.dll	2025-09-28 14:42:16.000000 UTC	Disabled
1632	svchost.exe	0x7ffba92d0000	0x12000	MSASN1.dll	C:\Windows\SYSTEM32\MSASN1.dll	2025-09-28 14:42:16.000000 UTC	Disabled
1632	svchost.exe	0x7ffba88f0000	0x33000	ntmarta.dll	C:\Windows\SYSTEM32\ntmarta.dll	2025-09-28 14:42:16.000000 UTC	Disabled
1632	svchost.exe	0x7ffb880b0000	0x103000	Windows.Perception.Stub.dll	C:\Windows\System32\Windows.Perception.Stub.dll	2025-09-28 14:42:16.000000 UTC	Disabled
1748	svchost.exe	0x7ff6cd740000	0x10000	svchost.exe	C:\Windows\system32\svchost.exe	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffbac0f0000	0x1f8000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffbaa8d0000	0xbd000	KERNEL32.DLL	C:\Windows\System32\KERNEL32.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffba9e50000	0x2f6000	KERNELBASE.dll	C:\Windows\System32\KERNELBASE.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffbaba10000	0x9c000	sechost.dll	C:\Windows\System32\sechost.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffbab590000	0x126000	RPCRT4.dll	C:\Windows\System32\RPCRT4.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffba98a0000	0x100000	ucrtbase.dll	C:\Windows\System32\ucrtbase.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffbabb50000	0x354000	combase.dll	C:\Windows\System32\combase.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffba76b0000	0x12000	kernel.appcore.dll	C:\Windows\SYSTEM32\kernel.appcore.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffbabab0000	0x9e000	msvcrt.dll	C:\Windows\System32\msvcrt.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffba9ce0000	0x82000	bcryptPrimitives.dll	C:\Windows\System32\bcryptPrimitives.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffbabeb0000	0x19e000	user32.dll	C:\Windows\System32\user32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffba9870000	0x22000	win32u.dll	C:\Windows\System32\win32u.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffbab790000	0x2c000	GDI32.dll	C:\Windows\System32\GDI32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffba99a0000	0x11a000	gdi32full.dll	C:\Windows\System32\gdi32full.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffba97d0000	0x9d000	msvcp_win.dll	C:\Windows\System32\msvcp_win.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffb9f4c0000	0x58e000	windows.staterepository.dll	c:\windows\system32\windows.staterepository.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffbab470000	0xaf000	advapi32.dll	C:\Windows\System32\advapi32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffb9f1b0000	0xb1000	StateRepository.Core.dll	c:\windows\system32\StateRepository.Core.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffba9140000	0x2d000	WLDP.DLL	C:\Windows\SYSTEM32\WLDP.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1748	svchost.exe	0x7ffb9d050000	0x11000	windows.staterepositorycore.dll	C:\Windows\SYSTEM32\windows.staterepositorycore.dll	2025-09-28 14:36:34.000000 UTC	Disabled
1748	svchost.exe	0x7ffbab960000	0xa9000	clbcatq.dll	C:\Windows\System32\clbcatq.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1748	svchost.exe	0x7ffb9bca0000	0x146000	Windows.StateRepositoryPS.dll	C:\Windows\System32\Windows.StateRepositoryPS.dll	2025-09-28 14:36:35.000000 UTC	Disabled
1748	svchost.exe	0x7ffba60f0000	0x155000	WinTypes.dll	C:\Windows\System32\WinTypes.dll	2025-09-28 14:36:42.000000 UTC	Disabled
1748	svchost.exe	0x7ffb90910000	0x64000	capabilityaccessmanager.dll	c:\windows\system32\capabilityaccessmanager.dll	2025-09-28 14:36:42.000000 UTC	Disabled
1748	svchost.exe	0x7ffba4180000	0x16000	usermgrcli.dll	C:\Windows\SYSTEM32\usermgrcli.dll	2025-09-28 14:36:43.000000 UTC	Disabled
1748	svchost.exe	0x7ffb96460000	0x51000	capauthz.dll	C:\Windows\SYSTEM32\capauthz.dll	2025-09-28 14:36:43.000000 UTC	Disabled
1748	svchost.exe	0x7ffbaaa10000	0xcd000	OLEAUT32.dll	C:\Windows\System32\OLEAUT32.dll	2025-09-28 14:36:43.000000 UTC	Disabled
1748	svchost.exe	0x7ffbaaae0000	0xad000	shcore.dll	C:\Windows\System32\shcore.dll	2025-09-28 14:36:43.000000 UTC	Disabled
1748	svchost.exe	0x7ffba9b10000	0x67000	WINTRUST.dll	C:\Windows\System32\WINTRUST.dll	2025-09-28 14:36:43.000000 UTC	Disabled
1748	svchost.exe	0x7ffba9b80000	0x15d000	CRYPT32.dll	C:\Windows\System32\CRYPT32.dll	2025-09-28 14:36:43.000000 UTC	Disabled
1748	svchost.exe	0x7ffba92d0000	0x12000	MSASN1.dll	C:\Windows\System32\MSASN1.dll	2025-09-28 14:36:43.000000 UTC	Disabled
1748	svchost.exe	0x7ffba88f0000	0x33000	ntmarta.dll	C:\Windows\SYSTEM32\ntmarta.dll	2025-09-28 14:36:43.000000 UTC	Disabled
1748	svchost.exe	0x7ffba9d70000	0x27000	bcrypt.dll	C:\Windows\System32\bcrypt.dll	2025-09-28 14:37:03.000000 UTC	Disabled
1748	svchost.exe	0x7ffba40d0000	0xa1000	policymanager.dll	C:\Windows\SYSTEM32\policymanager.dll	2025-09-28 14:40:34.000000 UTC	Disabled
1748	svchost.exe	0x7ffba8860000	0x8a000	msvcp110_win.dll	c:\windows\system32\msvcp110_win.dll	2025-09-28 14:40:34.000000 UTC	Disabled
1804	svchost.exe	0x7ff6cd740000	0x10000	svchost.exe	C:\Windows\System32\svchost.exe	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffbac0f0000	0x1f8000	ntdll.dll	C:\Windows\SYSTEM32\ntdll.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffbaa8d0000	0xbd000	KERNEL32.DLL	C:\Windows\System32\KERNEL32.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba9e50000	0x2f6000	KERNELBASE.dll	C:\Windows\System32\KERNELBASE.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffbaba10000	0x9c000	sechost.dll	C:\Windows\System32\sechost.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffbab590000	0x126000	RPCRT4.dll	C:\Windows\System32\RPCRT4.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba98a0000	0x100000	ucrtbase.dll	C:\Windows\System32\ucrtbase.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffbabb50000	0x354000	combase.dll	C:\Windows\System32\combase.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba76b0000	0x12000	kernel.appcore.dll	C:\Windows\SYSTEM32\kernel.appcore.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffbabab0000	0x9e000	msvcrt.dll	C:\Windows\System32\msvcrt.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba9ce0000	0x82000	bcryptPrimitives.dll	C:\Windows\System32\bcryptPrimitives.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffbabeb0000	0x19e000	user32.dll	C:\Windows\System32\user32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba9870000	0x22000	win32u.dll	C:\Windows\System32\win32u.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffbab790000	0x2c000	GDI32.dll	C:\Windows\System32\GDI32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba99a0000	0x11a000	gdi32full.dll	C:\Windows\System32\gdi32full.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba97d0000	0x9d000	msvcp_win.dll	C:\Windows\System32\msvcp_win.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffb9f270000	0x59000	dusmsvc.dll	c:\windows\system32\dusmsvc.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba9ac0000	0x4e000	cfgmgr32.dll	C:\Windows\System32\cfgmgr32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffbab470000	0xaf000	advapi32.dll	C:\Windows\System32\advapi32.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba5050000	0xd000	SystemEventsBrokerClient.dll	c:\windows\system32\SystemEventsBrokerClient.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffb9f170000	0xa000	MobileNetworking.dll	c:\windows\system32\MobileNetworking.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba8b90000	0x3b000	IPHLPAPI.DLL	c:\windows\system32\IPHLPAPI.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba9670000	0x2e000	USERENV.dll	c:\windows\system32\USERENV.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba4910000	0x11000	WMICLNT.dll	c:\windows\system32\WMICLNT.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba3730000	0xb000	WINNSI.DLL	c:\windows\system32\WINNSI.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffbaabb0000	0x8000	NSI.dll	C:\Windows\System32\NSI.dll	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba9140000	0x2d000	WLDP.DLL	C:\Windows\SYSTEM32\WLDP.DLL	2025-09-28 14:36:33.000000 UTC	Disabled
1804	svchost.exe	0x7ffba8060000	0x23000	gpapi.dll	C:\Windows\SYSTEM32\gpapi.dll	2025-09-28 14:36:39.000000 UTC	Disabled
